"","longitude","latitude","housing_median_age","population","households","median_income","median_house_value","mean_bedrooms","mean_rooms","location"
"16183",-121.29,37.96,52,630,258,1.2411,112500,1.25581395348837,3.44186046511628,"INLAND"
"16184",-121.29,37.96,52,154,85,0.8738,75000,1.4,3.37647058823529,"INLAND"
"16185",-121.29,37.95,16,438,282,0.7714,87500,1.08510638297872,2.69858156028369,"INLAND"
"16186",-121.3,37.95,9,575,193,2.2024,45000,1.25388601036269,3.49222797927461,"INLAND"
"16187",-121.29,37.95,52,167,53,0.7917,22500,1.49056603773585,2.0188679245283,"INLAND"
"16188",-121.3,37.96,24,1202,343,1.7875,76800,1.06705539358601,3.533527696793,"INLAND"
"16189",-121.31,37.96,48,583,216,2.3393,77600,1.05092592592593,5.14814814814815,"INLAND"
"16190",-121.29,37.97,52,1025,440,1.2962,110200,1.09090909090909,3.65909090909091,"INLAND"
"16191",-121.29,37.96,48,1237,462,1.3438,103100,1.17099567099567,3.84848484848485,"INLAND"
"16192",-121.29,37.96,50,1340,484,1.3191,92300,1.15289256198347,3.44834710743802,"INLAND"
"16193",-121.3,37.96,31,1398,721,1.125,110400,1.12621359223301,3.7004160887656,"INLAND"
"16194",-121.3,37.96,52,736,260,3.6591,105100,0.915384615384615,5.67307692307692,"INLAND"
"16195",-121.3,37.96,52,679,311,1.7788,97400,1.0096463022508,4.35369774919614,"INLAND"
"16196",-121.31,37.96,52,1157,494,3.226,107600,0.947368421052632,5.37246963562753,"INLAND"
"16197",-121.31,37.96,52,694,319,3.3466,92600,0.943573667711599,5.73354231974922,"INLAND"
"16198",-121.28,37.97,47,1455,479,1.65,66000,1.05845511482255,4.90187891440501,"INLAND"
"16199",-121.27,37.96,43,1805,440,1.425,61300,1.01818181818182,3.69090909090909,"INLAND"
"16200",-121.27,37.95,43,573,144,1.7212,59000,1.14583333333333,3.86805555555556,"INLAND"
"16201",-121.27,37.95,52,1368,310,1.8261,54600,0.993548387096774,4.25161290322581,"INLAND"
"16202",-121.27,37.94,38,676,124,1.7386,52000,1.07258064516129,4.12903225806452,"INLAND"
"16203",-121.28,37.94,44,1489,386,1.4688,56800,0.924870466321243,3.64248704663212,"INLAND"
"16204",-121.28,37.94,48,1406,421,1.7039,52700,1.05463182897862,4.19477434679335,"INLAND"
"16205",-121.29,37.95,52,272,54,0.696,42500,1.59259259259259,5.33333333333333,"INLAND"
"16206",-121.29,37.94,40,2037,574,2.0303,63800,1.1411149825784,4.92508710801394,"INLAND"
"16207",-121.32,37.95,40,742,209,1.2625,43000,1.10047846889952,4.61244019138756,"INLAND"
"16208",-121.31,37.94,41,323,98,1.9531,45000,1.10204081632653,3.8265306122449,"INLAND"
"16209",-121.3,37.94,40,412,97,1.3417,60800,1.12371134020619,4.65979381443299,"INLAND"
"16210",-121.3,37.94,52,23,5,2.375,67500,1.2,4.8,"INLAND"
"16211",-121.32,37.94,36,64,14,2.625,55000,0.714285714285714,2.85714285714286,"INLAND"
"16212",-121.31,37.96,52,788,320,3.6094,118400,1.0375,6.05625,"INLAND"
"16213",-121.32,37.96,47,922,357,3.1845,87200,0.963585434173669,4.76190476190476,"INLAND"
"16214",-121.32,37.96,46,975,373,2.0398,88100,0.978552278820375,4.91152815013405,"INLAND"
"16215",-121.33,37.96,42,906,339,2.5488,80300,1.00294985250737,4.77581120943953,"INLAND"
"16216",-121.34,37.96,27,2010,416,2.1284,59400,1.0625,4.42067307692308,"INLAND"
"16217",-121.32,37.95,36,338,145,1.7885,62100,1.30344827586207,5.15172413793103,"INLAND"
"16218",-121.32,37.96,5,50,20,2.7656,50000,1.05,6.15,"INLAND"
"16219",-121.34,37.97,33,1203,436,3.765,94600,1.04128440366972,5.71788990825688,"INLAND"
"16220",-121.34,37.96,23,1554,654,3.0354,113700,1.00764525993884,4.32721712538226,"INLAND"
"16221",-121.35,37.97,33,1698,671,3.1406,93900,1.01490312965723,5.44858420268256,"INLAND"
"16222",-121.36,37.96,32,227,107,3.9922,247400,0.88785046728972,5.73831775700935,"INLAND"
"16223",-121.35,37.96,21,462,193,5.8995,189900,0.948186528497409,6.95854922279793,"INLAND"
"16224",-121.32,37.98,37,1737,665,3.066,94100,0.966917293233083,4.88270676691729,"INLAND"
"16225",-121.33,37.98,36,1746,544,3.4625,84600,1.05882352941176,5.72242647058824,"INLAND"
"16226",-121.33,37.97,38,1351,561,3.5404,91600,1.02495543672014,5.64349376114082,"INLAND"
"16227",-121.32,37.97,46,1097,453,3.3235,87800,0.942604856512141,5.01103752759382,"INLAND"
"16228",-121.32,37.97,43,1093,438,2.9107,88800,1.11872146118721,5.60045662100457,"INLAND"
"16229",-121.33,37.96,20,730,342,2.5195,92600,1.12865497076023,5.04970760233918,"INLAND"
"16230",-121.33,37.97,43,721,320,3.5703,87400,0.9125,4.721875,"INLAND"
"16231",-121.33,37.97,36,999,371,2.0043,90800,1.32614555256065,5.26415094339623,"INLAND"
"16232",-121.31,37.98,47,1228,619,3.0625,141500,1.07108239095315,5.47011308562197,"INLAND"
"16233",-121.3,37.97,52,1128,510,4.061,113600,1.05294117647059,5.84313725490196,"INLAND"
"16234",-121.31,37.97,42,720,309,5.1915,183700,0.896440129449838,5.90291262135922,"INLAND"
"16235",-121.31,37.97,45,988,442,3.6667,123100,1.02714932126697,5.89140271493213,"INLAND"
"16236",-121.29,37.98,42,533,159,2.625,65400,0.89937106918239,3.93081761006289,"INLAND"
"16237",-121.29,37.97,52,1392,503,1.7794,98800,1.10337972166998,5.95427435387674,"INLAND"
"16238",-121.29,37.98,49,1171,550,2.5043,76700,1.02727272727273,4.54727272727273,"INLAND"
"16239",-121.3,37.98,47,990,444,4.175,98300,1.03828828828829,5.34459459459459,"INLAND"
"16240",-121.3,37.97,52,766,385,2.2981,105400,1.08311688311688,5.86753246753247,"INLAND"
"16241",-121.29,37.99,41,463,185,3.4141,90600,1.03243243243243,5.02702702702703,"INLAND"
"16242",-121.29,37.99,30,2019,524,1.5152,81300,1.00763358778626,2.42557251908397,"INLAND"
"16243",-121.3,37.99,38,1167,471,2.6673,87500,1.04883227176221,5.04246284501062,"INLAND"
"16244",-121.3,37.98,39,1388,631,2.6364,93800,1.04437400950872,5.3486529318542,"INLAND"
"16245",-121.28,37.99,42,284,97,2.8854,55700,1.19587628865979,5.10309278350515,"INLAND"
"16246",-121.26,37.98,32,2050,738,2.1265,55700,1.11111111111111,4.43631436314363,"INLAND"
"16247",-121.27,37.98,43,1322,528,2.5714,70000,0.977272727272727,4.93939393939394,"INLAND"
"16248",-121.27,37.98,43,492,172,2.6812,72800,1.16279069767442,5.84302325581395,"INLAND"
"16249",-121.28,37.98,52,414,171,2.1429,69900,1.07602339181287,5.50292397660819,"INLAND"
"16250",-121.29,37.99,45,498,195,1.6944,75200,1.01538461538462,4.94871794871795,"INLAND"
"16251",-121.27,37.97,39,550,224,1.1141,54400,1.08482142857143,4.56696428571429,"INLAND"
"16252",-121.26,37.96,43,367,152,2.5,63600,0.875,3.46710526315789,"INLAND"
"16253",-121.27,37.96,43,749,208,1.962,52700,1.0625,4.55769230769231,"INLAND"
"16254",-121.27,37.96,52,310,93,2.5625,54200,1.2258064516129,6.26881720430108,"INLAND"
"16255",-121.26,37.98,41,885,413,0.9782,54200,1.04842615012107,3.95399515738499,"INLAND"
"16256",-121.25,37.98,39,1056,414,1.5329,48300,1,4.26328502415459,"INLAND"
"16257",-121.26,37.97,31,891,292,2.5536,50500,1.01027397260274,4.07191780821918,"INLAND"
"16258",-121.25,37.97,34,846,293,1.7895,63100,1.1740614334471,4.39590443686007,"INLAND"
"16259",-121.26,37.96,43,690,181,2.3056,62300,1.14917127071823,5.19337016574586,"INLAND"
"16260",-121.26,37.97,41,1143,444,3.0352,69800,1.00900900900901,5.4009009009009,"INLAND"
"16261",-121.25,37.97,41,716,206,2.0375,75000,0.91747572815534,4.1504854368932,"INLAND"
"16262",-121.26,37.96,35,892,304,1.7898,63500,1.03947368421053,4.97039473684211,"INLAND"
"16263",-121.25,37.95,40,1208,373,2.0817,55300,0.970509383378016,4.5656836461126,"INLAND"
"16264",-121.26,37.95,44,677,183,1.725,59300,1.00546448087432,4.47540983606557,"INLAND"
"16265",-121.26,37.95,39,1368,390,2.1583,62000,1.0974358974359,4.72051282051282,"INLAND"
"16266",-121.27,37.96,41,382,79,1.275,54000,1.27848101265823,5.83544303797468,"INLAND"
"16267",-121.26,37.96,40,335,102,2.5234,62800,1.02941176470588,5.24509803921569,"INLAND"
"16268",-121.25,37.96,26,1730,472,2.4866,68300,1.01271186440678,4.67161016949153,"INLAND"
"16269",-121.24,37.96,29,788,222,1.9187,57700,0.977477477477477,3.93693693693694,"INLAND"
"16270",-121.25,37.95,46,1384,401,1.9402,62200,1.06733167082294,4.99002493765586,"INLAND"
"16271",-121.24,37.95,36,169,62,3.7734,63800,1.01612903225806,5.82258064516129,"INLAND"
"16272",-121.25,37.94,30,967,278,1.7798,65900,1.10791366906475,5.42805755395683,"INLAND"
"16273",-121.24,37.94,5,1857,435,2.8705,113600,1.12183908045977,5.13103448275862,"INLAND"
"16274",-121.24,37.93,21,960,245,2.0893,65000,0.96734693877551,4.83673469387755,"INLAND"
"16275",-121.25,37.94,28,782,218,2.3269,55900,1.06422018348624,4.42201834862385,"INLAND"
"16276",-121.25,37.93,31,1734,400,2.0833,48300,0.955,4.1825,"INLAND"
"16277",-121.26,37.93,33,2248,588,1.4583,53000,0.903061224489796,3.58673469387755,"INLAND"
"16278",-121.26,37.94,43,1409,365,1.7574,51700,1.12876712328767,4.41095890410959,"INLAND"
"16279",-121.27,37.93,24,1413,283,2.125,61200,1.13074204946996,5.12720848056537,"INLAND"
"16280",-121.28,37.94,35,2188,611,1.9375,56700,1.03764320785597,4.38625204582651,"INLAND"
"16281",-121.28,37.92,36,451,124,2.1705,60300,0.92741935483871,4.0241935483871,"INLAND"
"16282",-121.28,37.94,40,2268,635,1.8814,57700,1.07874015748032,4.41889763779528,"INLAND"
"16283",-121.29,37.93,37,1854,514,2.551,59100,1.12451361867704,4.84046692607004,"INLAND"
"16284",-121.29,37.93,24,1294,342,2.7829,61800,1.02631578947368,4.2046783625731,"INLAND"
"16285",-121.28,37.93,23,1223,343,2.1591,67800,1.00874635568513,4.3469387755102,"INLAND"
"16286",-121.28,37.92,30,851,195,2.4412,61600,1.17948717948718,5.44102564102564,"INLAND"
"16287",-121.29,37.92,12,1175,278,3.1053,73100,0.863309352517986,3.94244604316547,"INLAND"
"16288",-121.28,37.91,31,576,155,1.69,65900,1.15483870967742,5.29032258064516,"INLAND"
"16289",-121.31,37.93,21,1140,304,2.4667,81400,1.03289473684211,5.11842105263158,"INLAND"
"16290",-121.3,37.92,28,3201,720,1.7694,73900,1.06388888888889,4.59444444444444,"INLAND"
"16291",-121.24,37.98,33,236,103,1.1964,80400,1.19417475728155,4.36893203883495,"INLAND"
"16292",-121.24,37.97,47,517,188,2.1991,67200,1.04255319148936,4.71276595744681,"INLAND"
"16293",-121.24,37.96,37,951,267,2.875,57700,0.973782771535581,4.40074906367041,"INLAND"
"16294",-121.23,37.96,37,1591,549,1.6563,57200,1.02732240437158,4.28233151183971,"INLAND"
"16295",-121.23,37.96,44,1277,435,1.5539,59200,1.08735632183908,5.06666666666667,"INLAND"
"16296",-121.23,37.95,36,514,152,2.625,89200,1.10526315789474,5.33552631578947,"INLAND"
"16297",-121.22,37.97,37,1121,337,2.401,58400,1,4.49258160237389,"INLAND"
"16298",-121.22,37.96,30,1177,347,1.9875,56400,1.09798270893372,5.00576368876081,"INLAND"
"16299",-121.22,37.96,31,1163,336,2.625,72100,0.93452380952381,4.41666666666667,"INLAND"
"16300",-121.25,37.92,19,1742,426,2.4097,66000,1.00234741784038,4.95070422535211,"INLAND"
"16301",-121.23,37.92,28,315,99,1.8958,85700,1.3030303030303,5.95959595959596,"INLAND"
"16302",-121.36,38,17,1562,743,5.3224,225800,1.02557200538358,6.10363391655451,"INLAND"
"16303",-121.35,38,22,1539,699,3.675,152400,1.04434907010014,5.09871244635193,"INLAND"
"16304",-121.35,38,6,732,350,3.4231,123800,1.05428571428571,4.71142857142857,"INLAND"
"16306",-121.35,38.01,15,1520,601,3.5982,94400,0.996672212978369,4.46256239600666,"INLAND"
"16307",-121.36,38.01,16,451,198,4.0221,173300,1.16161616161616,4.67676767676768,"INLAND"
"16308",-121.36,38.01,16,1192,579,2.3339,87100,1.15198618307427,3.76165803108808,"INLAND"
"16309",-121.36,38.01,16,507,182,4.5278,166900,0.912087912087912,5.93406593406593,"INLAND"
"16310",-121.34,38.01,17,1114,446,3.2872,175000,1.01345291479821,4.55829596412556,"INLAND"
"16311",-121.33,38.01,27,630,255,5.318,155100,0.917647058823529,6.32156862745098,"INLAND"
"16312",-121.34,38,32,1642,647,4.0444,129200,1.06182380216383,5.99227202472952,"INLAND"
"16313",-121.33,38,32,2177,884,3.2889,98900,1.05090497737557,5.06108597285068,"INLAND"
"16314",-121.33,38.01,36,531,203,5.9191,151900,1.01970443349754,6.8128078817734,"INLAND"
"16315",-121.32,38.01,20,919,359,2.6765,96400,1.10027855153203,5.3008356545961,"INLAND"
"16316",-121.32,38.01,36,171,79,2.7045,102800,0.936708860759494,4.94936708860759,"INLAND"
"16317",-121.32,38,21,1114,472,2.0091,101500,1.02118644067797,3.80296610169492,"INLAND"
"16318",-121.32,38,22,781,483,2.213,87500,1.07867494824017,4.35817805383023,"INLAND"
"16319",-121.33,38,14,1679,750,3.1369,119600,1.02933333333333,4.97466666666667,"INLAND"
"16320",-121.33,37.99,15,1837,976,2.5,175900,1.10553278688525,4.58196721311475,"INLAND"
"16321",-121.34,37.99,11,2195,780,3.9615,194600,1.11282051282051,5.7525641025641,"INLAND"
"16322",-121.34,37.99,14,1178,525,6.556,234700,0.948571428571429,5.92571428571429,"INLAND"
"16323",-121.31,37.99,15,3061,861,1.3729,110300,1.12078977932636,3.60394889663182,"INLAND"
"16324",-121.32,37.98,20,1916,536,1.3531,94600,1.09888059701493,2.96828358208955,"INLAND"
"16325",-121.33,37.98,9,1129,386,5.143,176500,1.09844559585492,6.13989637305699,"INLAND"
"16326",-121.33,37.98,10,643,347,2.7031,150000,1.14409221902017,4.50720461095101,"INLAND"
"16327",-121.36,37.99,8,684,350,4.2589,134900,1.08571428571429,5.14571428571429,"INLAND"
"16328",-121.34,37.98,8,1158,393,5.3002,191700,1.08905852417303,6.68702290076336,"INLAND"
"16329",-121.33,38.02,33,1109,452,4.3008,136400,1.08185840707965,6.3141592920354,"INLAND"
"16330",-121.34,38.02,30,2038,709,5.1202,133800,0.97179125528914,6.17066290550071,"INLAND"
"16331",-121.33,38.02,31,608,254,3.1827,162100,1.7007874015748,5.77165354330709,"INLAND"
"16332",-121.33,38.02,37,915,335,4.3008,119800,0.940298507462687,5.86268656716418,"INLAND"
"16333",-121.34,38.03,20,2071,714,4.4063,130800,1.05182072829132,5.90056022408964,"INLAND"
"16334",-121.33,38.03,19,906,288,4.918,130600,1.01041666666667,5.93055555555556,"INLAND"
"16335",-121.36,38.04,4,1234,377,5.5427,162100,0.952254641909814,6.57029177718833,"INLAND"
"16336",-121.35,38.04,5,2206,621,5.5842,159100,0.987117552334944,6.92914653784219,"INLAND"
"16337",-121.35,38.04,12,3771,961,3.7206,146000,1.06035379812695,6.46930280957336,"INLAND"
"16338",-121.36,38.04,9,1290,351,5.0285,148200,1.05413105413105,6.17378917378917,"INLAND"
"16339",-121.34,38.05,16,267,90,5.6147,244700,1.02222222222222,7.41111111111111,"INLAND"
"16340",-121.34,38.04,16,2279,576,3.6083,146400,0.980902777777778,5.72048611111111,"INLAND"
"16341",-121.33,38.04,15,965,260,4.6477,142700,1.07692307692308,7.43461538461538,"INLAND"
"16342",-121.33,38.03,10,635,146,2.2961,126700,0.958904109589041,4.30821917808219,"INLAND"
"16343",-121.32,38.03,16,1862,625,4.875,143100,0.9968,6.472,"INLAND"
"16344",-121.33,38.04,15,1325,423,4.5179,145600,1.04018912529551,6.8628841607565,"INLAND"
"16345",-121.33,38.04,10,657,209,5.1878,153900,0.976076555023923,6.79904306220096,"INLAND"
"16346",-121.35,38.03,8,895,242,5.7201,155700,1.05371900826446,7.86776859504132,"INLAND"
"16347",-121.34,38.03,12,1200,380,4.9861,133500,1.13947368421053,7.12368421052632,"INLAND"
"16348",-121.35,38.02,16,1301,259,2.8403,132300,1.2007722007722,6.42857142857143,"INLAND"
"16349",-121.35,38.03,16,1596,528,4.1739,131300,0.975378787878788,5.98106060606061,"INLAND"
"16350",-121.36,38.03,14,1378,481,3.7375,138800,0.910602910602911,4.8981288981289,"INLAND"
"16351",-121.35,38.02,15,2183,643,3.428,140700,1.00155520995334,5.57231726283048,"INLAND"
"16352",-121.36,38.02,5,1010,474,4.1719,206100,1.14556962025316,4.70253164556962,"INLAND"
"16353",-121.36,38.03,7,1518,741,3.5684,78700,1.15924426450742,4.67071524966262,"INLAND"
"16354",-121.32,38.04,30,167,45,4.5,92800,0.977777777777778,5.53333333333333,"INLAND"
"16355",-121.31,38.03,24,1743,549,3.7413,105300,1.03460837887067,5.55555555555556,"INLAND"
"16356",-121.32,38.03,25,1947,524,2.5742,98400,0.979007633587786,4.72137404580153,"INLAND"
"16357",-121.32,38.02,26,1544,499,3.5379,99100,1.06813627254509,5.71342685370742,"INLAND"
"16358",-121.31,38.03,18,3036,997,2.5212,110000,1.01103309929789,4.90772316950853,"INLAND"
"16359",-121.29,38,12,3440,942,1.9698,112300,1.14012738853503,4.28662420382166,"INLAND"
"16360",-121.31,37.99,23,1650,680,1.886,105300,1.03970588235294,4.61029411764706,"INLAND"
"16361",-121.3,38,23,3785,1019,1.7774,1e+05,1.08537782139352,3.6368989205103,"INLAND"
"16362",-121.3,38.01,29,1215,435,3.2788,1e+05,1.03218390804598,5.26206896551724,"INLAND"
"16363",-121.3,38,27,1338,544,2.6495,116200,1.06617647058824,5.36397058823529,"INLAND"
"16364",-121.31,38,35,977,358,4.3958,108400,0.980446927374302,5.85754189944134,"INLAND"
"16365",-121.31,38,19,306,154,3.9792,131900,1.02597402597403,5.8961038961039,"INLAND"
"16366",-121.31,38.02,24,2734,879,2.7981,92100,1.08191126279863,4.7292377701934,"INLAND"
"16367",-121.3,38.01,30,1547,501,3.994,95500,0.968063872255489,5.08383233532934,"INLAND"
"16368",-121.32,38.02,23,1890,668,3.0729,104800,1.0314371257485,4.86676646706587,"INLAND"
"16369",-121.31,38.01,22,1304,511,2.8348,101600,1.00587084148728,4.11154598825832,"INLAND"
"16370",-121.31,38.01,22,1367,645,1.4274,90500,1.05426356589147,3.9922480620155,"INLAND"
"16371",-121.3,38.04,8,1713,444,4.0156,117600,1.00675675675676,6.00900900900901,"INLAND"
"16372",-121.3,38.03,13,712,197,3.1471,102800,1.01522842639594,5.14720812182741,"INLAND"
"16373",-121.3,38.03,10,782,222,4.0227,107700,1.11711711711712,6.34684684684685,"INLAND"
"16374",-121.29,38.04,16,1860,459,3.1779,97300,0.96078431372549,4.63616557734205,"INLAND"
"16375",-121.29,38.03,16,1629,818,2.2672,91100,1.07701711491443,5.32518337408313,"INLAND"
"16376",-121.28,38.03,11,2769,715,3.0907,94100,1.01958041958042,5.01398601398601,"INLAND"
"16377",-121.29,38.03,7,1615,406,2.5842,111300,1.08620689655172,4.97783251231527,"INLAND"
"16378",-121.28,38.03,11,684,166,3.9265,107400,0.903614457831325,4.97590361445783,"INLAND"
"16379",-121.29,38.02,12,1849,396,2.5437,99000,1.07575757575758,5.06565656565657,"INLAND"
"16380",-121.3,38.02,16,3343,643,2.5473,106300,0.965785381026439,4.22550544323484,"INLAND"
"16381",-121.3,38.03,11,1404,525,2.505,95000,1.24571428571429,5.45904761904762,"INLAND"
"16382",-121.3,38.02,4,491,348,2.8523,87500,1.10344827586207,4.35344827586207,"INLAND"
"16383",-121.29,38,4,1784,309,2.375,124500,1.042071197411,4.50485436893204,"INLAND"
"16384",-121.29,38.01,2,3327,957,4.4871,137900,1.16614420062696,6.69070010449321,"INLAND"
"16385",-121.28,38.02,8,1258,389,3.175,95900,1.00771208226221,4.80205655526992,"INLAND"
"16386",-121.29,38.01,10,50,20,3.75,120800,0.8,3.45,"INLAND"
"16387",-121.27,38.05,26,164,65,3.4107,82800,1.15384615384615,5.81538461538462,"INLAND"
"16388",-121.27,38.02,32,138,52,2.9821,155000,1.11538461538462,6.57692307692308,"INLAND"
"16389",-121.3,38.05,52,62,25,1.15,112500,1.04,4.88,"INLAND"
"16390",-121.25,38.05,25,1035,361,3.5735,106800,1.00277008310249,5.44875346260388,"INLAND"
"16391",-121.25,38.04,26,1257,465,4.9861,201800,1.01720430107527,6.62365591397849,"INLAND"
"16392",-121.25,38.01,16,1053,557,2.6994,112500,0.899461400359066,4.30341113105925,"INLAND"
"16393",-121.23,38.04,32,677,243,6.1805,247900,1.07818930041152,7.52674897119342,"INLAND"
"16394",-121.22,38.04,42,116,49,5.5376,212500,1.02040816326531,7,"INLAND"
"16395",-121.25,38.03,29,859,315,6.6605,220700,1.03809523809524,7.82539682539683,"INLAND"
"16396",-121.22,38,35,783,285,2.8167,162100,1.05263157894737,6.45964912280702,"INLAND"
"16397",-121.24,38.01,22,790,300,2.4342,125000,0.996666666666667,5.08666666666667,"INLAND"
"16398",-121.25,38,21,182,57,2.8958,135000,1.28070175438596,7.82456140350877,"INLAND"
"16399",-121.26,37.99,27,179,90,2.3333,87500,1.13333333333333,4.76666666666667,"INLAND"
"16400",-121.24,38,25,721,304,2.4688,126800,0.986842105263158,4.83881578947368,"INLAND"
"16401",-121.23,37.99,38,226,72,5.5693,153100,1.11111111111111,7.26388888888889,"INLAND"
"16402",-121.23,37.98,27,373,131,5.0362,181300,1.04580152671756,6.48091603053435,"INLAND"
"16403",-121.2,37.97,39,270,97,6.0582,157700,0.855670103092783,4.5360824742268,"INLAND"
"16404",-121.19,38.04,35,290,107,3.225,177100,1.09345794392523,6.57009345794393,"INLAND"
"16405",-121.16,38.03,28,201,51,1.4732,156300,0.980392156862745,4.96078431372549,"INLAND"
"16406",-121.2,38.02,44,287,83,3.3882,125000,1.30120481927711,7.32530120481928,"INLAND"
"16407",-121.18,37.99,31,1459,478,2.4674,130900,1.16945606694561,5.1255230125523,"INLAND"
"16408",-121.17,37.97,28,769,229,3.6389,130400,1.08296943231441,6,"INLAND"
"16409",-121.23,37.95,32,1342,411,2.7958,59000,1.14841849148418,5.0632603406326,"INLAND"
"16410",-121.19,37.93,27,909,345,2.1513,99700,1.05217391304348,4.69855072463768,"INLAND"
"16411",-121.23,37.94,20,77,49,1.125,150000,1.59183673469388,5.46938775510204,"INLAND"
"16412",-121.22,37.93,21,206,73,4.75,121400,0.931506849315068,4.6027397260274,"INLAND"
"16413",-121.22,37.95,30,629,170,2.8676,76900,1.24117647058824,6.20588235294118,"INLAND"
"16414",-121.18,37.96,35,193,59,2.5625,146900,1.25423728813559,6.96610169491525,"INLAND"
"16415",-121.24,37.9,16,20,6,2.625,137500,1.66666666666667,8.33333333333333,"INLAND"
"16416",-121.26,37.88,42,256,93,3.1719,158300,1,5,"INLAND"
"16417",-121.28,37.9,28,171,70,0.9614,55700,1.01428571428571,5.3,"INLAND"
"16418",-121.27,37.88,43,664,240,1.6458,83600,1.0375,4.03333333333333,"INLAND"
"16419",-121.27,37.87,34,678,234,2.9531,104000,0.88034188034188,4.31623931623932,"INLAND"
"16420",-121.31,37.9,38,125,38,2.9,125000,1.15789473684211,5.94736842105263,"INLAND"
"16421",-121.29,37.89,26,1542,30,5.7485,162500,0.9,5.36666666666667,"INLAND"
"16422",-121.29,37.87,29,308,115,2.6563,103100,0.939130434782609,4.24347826086957,"INLAND"
"16423",-121.23,37.87,49,59,26,3.65,162500,0.923076923076923,3.76923076923077,"INLAND"
"16424",-121.49,37.94,31,1848,293,2.2891,162500,1.34470989761092,6.3481228668942,"INLAND"
"16425",-121.38,37.88,44,1094,224,2.6842,156300,1.00892857142857,5.16964285714286,"INLAND"
"16426",-121.47,38.13,13,1768,626,2.2619,123500,1.14217252396166,5.09904153354633,"INLAND"
"16427",-121.42,38.22,35,868,283,2.0284,96300,1.10600706713781,5.32508833922261,"INLAND"
"16428",-121.36,38.15,42,878,318,4.3553,185700,1.05031446540881,6.44968553459119,"INLAND"
"16429",-121.32,38.16,14,1071,369,3.5,240800,1.07859078590786,5.55284552845528,"INLAND"
"16430",-121.32,38.13,5,1327,467,5.5942,186900,1.0728051391863,6.7152034261242,"INLAND"
"16431",-121.35,38.09,32,923,284,5.5057,147200,1.02816901408451,6.00704225352113,"INLAND"
"16432",-121.32,38.15,5,2725,902,3.9323,130100,1.1019955654102,6.01773835920177,"INLAND"
"16433",-121.23,38.12,22,134,57,3.95,178100,1.01754385964912,6.89473684210526,"INLAND"
"16434",-121.23,38.11,48,240,69,3.6312,202800,1.17391304347826,8.1304347826087,"INLAND"
"16435",-121.23,38.09,23,236,83,6.4562,230000,1.09638554216867,7.62650602409639,"INLAND"
"16436",-121.26,38.09,35,525,201,2.0625,155000,0.925373134328358,4.62686567164179,"INLAND"
"16437",-121.3,38.09,31,154,55,2.0694,175000,0.963636363636364,6.09090909090909,"INLAND"
"16438",-121.29,38.07,21,533,213,3.1917,204500,0.971830985915493,5.56338028169014,"INLAND"
"16439",-121.25,38.07,28,1167,391,3.0592,152800,1.07928388746803,5.37851662404092,"INLAND"
"16440",-121.29,38.14,27,303,133,3.875,127400,0.992481203007519,6.28571428571429,"INLAND"
"16441",-121.3,38.14,17,1867,709,3.2123,120700,0.981664315937941,4.94640338504936,"INLAND"
"16442",-121.29,38.14,34,1409,535,3.2338,101800,1.01682242990654,5.17757009345794,"INLAND"
"16443",-121.29,38.14,34,674,282,2.515,110800,1.19503546099291,5.31914893617021,"INLAND"
"16444",-121.29,38.13,31,453,195,2.3917,113500,1.08717948717949,5.16923076923077,"INLAND"
"16445",-121.3,38.13,27,470,192,2.8942,116700,1,5.22916666666667,"INLAND"
"16446",-121.3,38.13,23,1298,499,3.2303,131800,1.01002004008016,5.73947895791583,"INLAND"
"16447",-121.29,38.15,23,1886,628,4.8787,175300,1.00796178343949,6.66082802547771,"INLAND"
"16448",-121.28,38.14,37,1431,575,3.3987,99500,1.08347826086957,5.70086956521739,"INLAND"
"16449",-121.27,38.14,33,2659,894,2.2883,86900,1,3.97874720357942,"INLAND"
"16450",-121.27,38.14,40,576,229,2.125,137500,1.12227074235808,4.05676855895196,"INLAND"
"16451",-121.28,38.14,38,1223,509,4.119,128800,0.982318271119843,5.50687622789784,"INLAND"
"16452",-121.28,38.13,48,804,352,4.0625,143200,0.946022727272727,5.375,"INLAND"
"16453",-121.27,38.13,52,437,225,2.1979,114100,1.14222222222222,4.80444444444444,"INLAND"
"16454",-121.27,38.13,40,1197,486,2.1771,98200,1.04732510288066,4.94238683127572,"INLAND"
"16455",-121.28,38.13,32,1916,697,2.5401,125400,0.96987087517934,4.82926829268293,"INLAND"
"16456",-121.28,38.12,34,1906,628,2.8237,110700,1.01910828025478,5.20382165605096,"INLAND"
"16457",-121.27,38.12,44,1043,443,2.4949,108000,1.08803611738149,5.31828442437923,"INLAND"
"16458",-121.29,38.13,20,1390,490,5,154800,1.04897959183673,6.46530612244898,"INLAND"
"16459",-121.3,38.13,26,937,372,5.0528,153700,0.967741935483871,6.06451612903226,"INLAND"
"16460",-121.29,38.12,18,741,263,3.9607,132500,1.04562737642586,5.83269961977186,"INLAND"
"16461",-121.3,38.12,11,767,263,7.6889,229300,0.958174904942966,6.81368821292776,"INLAND"
"16462",-121.3,38.11,5,2679,1084,4.196,171700,1.09778597785978,5.51568265682657,"INLAND"
"16463",-121.27,38.11,11,2106,762,2.4482,103000,1.04199475065617,4.1509186351706,"INLAND"
